american	paul dekker	none
malaquías montoya	american	none
agisymba	country	none
stephanie kalu	american	none
theramine	food	hypernym
american	peter james (psychic)	none
geography of cambodia	country	none
country	denmark	none
portuguese colonization of the americas	country	none
micropsis	american	none
american	david into	none
instant funk	american	none
israel hicks	american	none
american	mark garrow	none
american	grant hill	none
american	sun belt express	none
lahndi (food)	food	hypernym
pavochon	food	hypernym
country	samuelsons	none
jerry gantt	american	none
constellation (yacht)	american	none
pete williams (basketball)	american	none
american	liberty l-12	none
woody campbell (american football)	american	none
american	oti mabuse	none
country	marvin rainwater	none
robert wynne	american	none
country	human trafficking in albania	none
american	zootopia	none
elmer	american	none
jennifer lalor	american	none
mike vanderjagt	american	none
american	andrew odom	none
himalaya kingdom	country	none
american	little wizards	none
american	howard fine	none
american	ed chlebek	none
american	muhammad hassan (wrestler)	none
ray krone	american	none
american	hercules and xena – the animated movie: the battle for mount olympus	none
american	summit 2	none
american	tom goes to the mayor	none
jerome williams (basketball)	american	none
vladimir posner	american	none
american	temple hill entertainment	none
ben hankinson	american	none
american	alex archer (musician)	none
american	focus designs	none
names of sri lanka	country	none
wswv-fm	country	none
country	human trafficking in tajikistan	none
food	cuisine (magazine)	concept
american	alliance for labor action	none
dwayne johnson	american	none
the last song (film)	american	none
country	military in vatican city	none
allen moyer	american	none
don luis	american	none
american	fort mcintosh (pennsylvania)	none
ping on bun	food	hypernym
george arthur bloom	american	none
charles l. allen	american	none
kevin carey	american	none
time's up (artist group)	media	none
american	the bay (film)	none
american	alphonse dotson	none
marilyn martinez	american	none
tony pearson (bodybuilder)	american	none
the many adventures of winnie the pooh	american	none
whacked out sports	american	none
american	mark teschner	none
country	cross internacional de soria	none
american	william john mackenzie	none
sam posey	american	none
ernie koy	american	none
american	roy king	none
american	shakespeare & company (massachusetts)	none
ewing (constructor)	american	none
american	matthew murray (writer)	none
baxter price	american	none
american	the super powers team: galactic guardians	none
geography of andorra	country	none
bruce larson	american	none
american	a song of kentucky	none
tea for two hundred	american	none
constitution of east timor	country	none
american	irving wallace	none
pat dolan (missouri)	american	none
rocky top	country	none
american	faysal galab	none
marshal dutton	american	none
american	mr. mouse takes a trip	none
david hahn	american	none
bsisa	food	hypernym
american	wyle laboratories	none
roger salazar (consultant)	media	none
american	axe cop (tv series)	none
american	wolfert acker	none
yan yan (snack)	food	hypernym
julius klein	american	none
little shop	american	none
kelly kretschman	american	none
country	badljevica	none
american	louisiana fried chicken	none
emerald coast xl2 sport	american	none
infinity purple	american	none
paya (food)	food	hypernym
american	james m. logan	none
david alvarez (politician)	american	none
american	shelby tucker	none
heernt	american	none
arpacaș	food	hypernym
ed jurak	american	none
american	hamed sinno	none
code monkeys	american	none
american	century boat company	none
american	firebreaker chip	none
restore the fourth	american	none
american	top gear (u.s. tv series)	none
american	aero-craft aero-coupe	none
american	north american forum on integration	none
american	chris a. butler	none
food	gregg's (new zealand)	concept
margaret fulton	food	none
food	fried onion	hyponym
food	munchos	concept
coconut jam	food	hypernym
task force	soho	none
little smokey smothers	american	none
american	richard hamilton (basketball)	none
mesac damas	american	none
ed soares	american	none
american	the hills have thighs	none
samurai pizza cats	american	none
american	nacco industries	none
american	the last exorcism	none
andre rand	american	none
american	p. j. jones	none
american	captured tracks	none
american	brian kehew	none
country	egyptian naval academy	none
tim legler	american	none
flex wheeler	american	none
american	peter oppegard	none
territorial evolution of poland	country	none
country	beccy cole	none
american	heterocondylus	none
american	mickey's garden	none
allen event center	american	none
justin fisher (musician)	american	none
jenny lou carson	country	none
media	mediaportal	none
buddy mcgirt	american	none
american	the croods	none
american	jazmine reeves	none
bob ludwig	american	none
american	the adventures of the galaxy rangers	none
bob usdane	american	none
bill dance (casting director)	american	none
american	lloyd barbee	none
ali viola	american	none
provinces of gran colombia	country	none
mad (tv series)	american	none
american	gizmo williams	none
american	vladimir petrov (wrestler)	none
american	john ellison vassar	none
american	storks (film)	none
the money pit home improvement radio show	american	none
country	eddie jackson (singer)	none
american	rousillon (horse)	none
pain aux raisins	food	hypernym
steve gunn (musician)	american	none
soho (london)	soho	none
odra kingdom	country	none
american	litton's weekend adventure	none
clyde drexler	american	none
american	stan stasica	none
american	sam perkins	none
american	johnny test (season 1)	none
mark o.m. tso	american	none
american	elba soccarras	none
syd field	american	none
country	geography of germany	none
american	daniel mccartney	none
chris rainey	american	none
country	rajiv gandhi regional museum of natural history	none
american	nervous records (us)	none
american	bellisio foods	none
american	teamo supremo	none
american	list of tiny toon adventures episodes	none
american	this christmas (film)	none
american	thomas wakeman	none
oliver emert	american	none
american	samantha silver and joey manderino	none
american	iyman faris	none
american	mathematical correspondent	none
kru studios	media	none
american	boylan-haven-mather academy	none
american	john fitch (racing driver)	none
american	connor de phillippi	none
list of family guy cast members	american	none
food	songpyeon	hyponym
country	fragile state	none
american	shannon boxx	none
valerie king	american	none
life & style	american	none
the ruff and reddy show	american	none
mikaelin bluespruce	american	none
jim watt (ice hockey)	american	none
american	all-new dennis the menace	none
data transmission circuit	media	none
american	love triangle (game show)	none
american	johnny valiant	none
american	bao phi	none
brent patterson	american	none
american	central asia counternarcotics initiative	none
lycoseris	american	none
the legend of zelda (tv series)	american	none
emery hicks	american	none
geography of nigeria	country	none
ryan mcgarry m.d.	american	none
baby brother	american	none
stewart n. gordon	american	none
frank r. mckelvy	american	none
american	l.v. (singer)	none
cosmic quantum ray	american	none
american	raz-b	none
t.u.f.f. puppy	american	none
orderup	food	instance
a connecticut yankee in king arthur's court (1949 film)	american	none
talo (food)	food	hypernym
american	savannah vinsant	none
american	lavannes c. squires	none
ice cream	liquid nitrogen ice cream	none
pholourie	food	hypernym
ken boyd (basketball)	american	none
mahubah	american	none
the lawrence welk show	american	none
american	daniel j. sullivan	none
vasyl barka	american	none
matt doyle (tennis)	american	none
breaking away	american	none
american	nick patsaouras	none
american	angela tincher	none
american	sex door neighbors	none
ric savage	american	none
country	ashley monroe	none
american	garcibarrigoa	none
american	bill parks	none
baltimore urban debate league	american	none
herbert j. grover	american	none
regions of chile	country	none
american	mark gayn	none
american	bertram c. granger	none
fourtwonine	american	none
bikini pirates	american	none
country	ashton shepherd	none
angola	country	none
american	overboard (film)	none
wyoming outlaw	american	none
american	spud webb	none
romano cheese	american	none
abner dalrymple	american	none
tim hudson	american	none
american	norman cohn (film producer)	none
country	institute of jamaica	none
chris mason (musician)	american	none
american	the soul survivors	none
american	joseph schleifstein	none
pinocchio in outer space	american	none
rick delorto	american	none
american	the last broadcast (film)	none
country	human trafficking in ethiopia	none
bekasang	food	hypernym
david boyd (new politics)	american	none
earle r. gister	american	none
country	social issues in the democratic republic of congo	none
american	pigeon mountain industries	none
american	jim jackson (basketball)	none
american	conrad yama	none
george gervin	american	none
american	breakheart pass (film)	none
grant sasser	american	none
wahaha joint venture company	food	instance
psilactis	american	none
derrick coleman	american	none
american	northern bog lemming	none
american	stan petry	none
american	fritz holt	none
kate mosher	american	none
gladys pizarro	american	none
american	gerald stano	none
frittole (doughnut)	food	hypernym
american	emerson martin	none
country	moonshine kate	none
american	chris cichocki	none
alan wood (military officer)	american	none
american	peter daniels (racing driver)	none
michelle do	american	none
american	ernest keppler	none
media	zealot networks	none
american	marchese (constructor)	none
burmese tofu	food	hypernym
alice rebecca appenzeller	american	none
peter pan and the pirates	american	none
ahmed siddiqui (american youth)	american	none
fallen footwear	american	none
jerry leiber and mike stoller	american	none
american	penguins of madagascar	none
american	alanson w. beard	none
american	mickey's fire brigade	none
american	milt graham	none
despicable me 2	american	none
the overland telegraph	american	none
electronic media	media	none
american	the king and i (1999 film)	none
tom o'regan	american	none
american	richardson's collared lemming	none
lick the plate	food	instance
jamie marsh	american	none
http live streaming	media	none
henry k. oliver	american	none
american	thomas trantino	none
long live the royals	american	none
frank kurtis	american	none
flash gordon conquers the universe	american	none
laurel and hardy (animated series)	american	none
american	ali ahmad jalali	none
american	yellow-billed pintail	none
american	craig neal	none
american	wild horse mesa (1925 film)	none
american	issa boulos	none
food	gravy train (dog food)	concept
robert greenberger	american	none
american	gerald moore (journalist)	none
american	unfriendly fire	none
peter kowalke	american	none
jacquelyn crowell	american	none
american	lisa ortiz	none
kevin o'brien (author)	american	none
rosa	rosa omeiensis	none
food	nestlé	concept
american	7 shot screamers	none
country	grand race around lake viljandi	none
out there (tv series)	american	none
country	frontier markets	none
american	robert peernock	none
american	nick anderson (cartoonist)	none
idiothamnus	american	none
american	rhett dawson	none
american	carver shannon	none
thumbelina (1994 film)	american	none
american	c. denier warren	none
country	human trafficking in the federated states of micronesia	none
american	thurl bailey	none
on air with ryan seacrest	american	none
american	floscaldasia	none
marlin cannon	american	none
george gaines (set decorator)	american	none
american	monsuno	none
raggedy ann & andy: a musical adventure	american	none
eugene m. lamb	american	none
natalija piliušina	american	none
katiba ketubah	american	none
excalibur aircraft excalibur	american	none
american	workers united	none
screwball hotel	american	none
rais bhuiyan	american	none
geography of burkina faso	country	none
country	geography of turkmenistan	none
ramon torres mendez	american	none
mike day (cyclist)	american	none
american	singer jim mckee	none
country	china–fiji relations	none
american	etan thomas	none
country	foreign relations of poland	none
country	invasions of afghanistan	none
american	langley (constructor)	none
american	julius erving	none
wally szczerbiak	american	none
country	1970 ncaa university division men's cross country championships	none
american	raful neal	none
gus c. henderson	american	none
farris hassan	american	none
peterson j-4 javelin	american	none
street food	food	hypernym
american	kingston technology	none
the squaw man's son	american	none
franklin d. miller	american	none
michael curry	american	none
american	kenneth arredondo	none
food	al forno	hyponym
country	calormen	none
american	amanda sobhy	none
sacred reich	american	none
rodney young (archaeologist)	american	none
ed crawford	american	none
american	stephanie cox	none
bryant reeves	american	none
food	banitsa	hyponym
american	omnibus (u.s. tv series)	none
american	tell taylor	none
american	clement griscom	none
american	maggie ausburn	none
blackjack lanza	american	none
american	steven stayner	none
willie covan	american	none
american	birt acres	none
dennis scott (basketball)	american	none
bob and margaret	american	none
devil's due (film)	american	none
evil con carne	american	none
nathan boya	american	none
mowgli: the new adventures of the jungle book	american	none
"media in nashville, tennessee"	media	none
american	john bush jones	none
casey burns	american	none
american	sutton (constructor)	none
sinbad: legend of the seven seas	american	none
e.l. fudge cookies	food	instance
american	wendy gebauer	none
brandi carlile	country	none
trivone	media	none
kristin mcgrath	american	none
american	jason hartless	none
cuisine of the southwestern united states	food	hypernym
media	new brunswick broadcasting company	none
country	bangalla	none
gordie roberts	american	none
american	darrell silvera	none
american	le propagateur catholique	none
american	pajam	none
ken popejoy	american	none
herb baumeister	american	none
american	elijah johnson	none
barrick nealy	american	none
american	truman henry safford	none
american	pinocchio and the emperor of the night	none
country	bahá'í faith in iran	none
republic of serbia (1992–2006)	country	none
american	eva jessye	none
american	unsupervised	none
american	matthew abelson	none
american	lady chatterley's daughter	none
john hampton (philanthropist)	american	none
american	the border legion (1924 film)	none
american	matt mckeon	none
american	ross davis (racing driver)	none
whiplash (band)	american	none
american	mcfadden & whitehead	none
american	katie hall (cyclist)	none
american	ray smith (rockabilly singer)	none
american	iltisia	none
american	shane (film)	none
american	whisker haven tales with the palace pets	none
country	warner mack	none
amber jackson	american	none
american	schroeder (constructor)	none
american	sarah padden	none
american	enaam arnaout	none
the tenth man (chayefsky play)	american	none
american	coupling (u.s. tv series)	none
american	ronne froman	none
american	meir minsky	none
american	paul ellering	none
country	barry dean (songwriter)	none
american	mickey hawks	none
american	gordon burnham	none
ángel nieves díaz	american	none
media	the school project	none
itunes store	media	none
h-e-b	american	none
becky kim	american	none
american	mary ellen wilson	none
american	rasheed wallace	none
media	fantography	none
american	david goldsmith (lyricist)	none
consolidated commodore	american	none
american	phantom 2040	none
flatbread	pizza	hyponym
websedge	media	none
american	chad anderson	none
packard 1a-2500	american	none
pizza	pepperoni pizza	hyponym
sumazi	media	none
american	magnum t.a.	none
testament (band)	american	none
american	burns mantle	none
carnival cruise line	american	none
the roadblock	american	none
taryne mowatt	american	none
marshall sehorn	american	none
francis vigo	american	none
leroy myers	american	none
american	marvin march	none
internet and terrorism	media	none
country	human rights in nauru	none
american	columbia (1899 yacht)	none
american	kevin pike	none
american	diana markosian	none
mukhtar al-bakri	american	none
american	hopeless pictures	none
rosie and the originals	american	none
list of birds of south africa	country	none
pickle and peanut	american	none
american	brave (2012 film)	none
outline of aruba	country	none
food	comestibles	none
transformers: robots in disguise (2015 tv series)	american	none
american	abel douglass	none
american	justin surrency	none
laborers' international union of north america	american	none
shoot (film)	american	none
yep roc records	american	none
silvia süller	media	none
american	david vizzini	none
andre agassi	american	none
american	warner channel	none
charles schlee	american	none
the black cauldron (film)	american	none
alan khan	media	none
alex hauptmann	american	none
radlkoferotoma	american	none
christian giudice	american	none
sanjay and craig	american	none
rusty mitchell	american	none
sean alvarez	american	none
patusan	country	none
krigia	american	none
american	leonard lilyholm	none
american	paul s. fox	none
buzz kilman	american	none
american	ron link (director)	none
tommy hudspeth	american	none
mike roberts (mixer)	american	none
nicaragua	country	none
elizabeth patterson (actress)	american	none
autry inman	country	none
jim hudson	american	none
mike sanders (basketball)	american	none
american	kwik witz	none
steve jarding	american	none
hot	list of billboard hot 100 number-one singles of 1985	none
american	kid dynamite (band)	none
cry of battle	american	none
american	joseph e. duncan iii	none
olo (online ordering)	food	instance
mike pondsmith	american	none
american	steffanie borges	none
american	jacob wilson	none
country	outline of portugal	none
american	phineas and ferb	none
jameed	food	hypernym
planet muscle	american	none
postage stamps and postal history of brazil	country	none
american	steve davis (pitcher)	none
carl burger	american	none
american	jay kalk	none
american	proenergy services	none
american	norwegian minnesotan	none
george jones singles discography	country	none
m (1951 film)	american	none
the collins kids	american	none
.бг	country	none
american	ashleigh gunning	none
country	geography of norway	none
fufu machine	food	hypernym
american	enoch george	none
dumpling	food	hypernym
country	john williamson (singer)	none
ron oden	american	none
american	la maestra	none
american	john starks (basketball)	none
american	henri peyre	none
dabbler	media	none
american	allison jones (casting director)	none
marv levy	american	none
american	gordon (slave)	none
davis political family	american	none
cherry (wrestler)	american	none
peter farmer (athlete)	american	none
migration in nepal	country	none
country	tourism in tanzania	none
penske corporation	american	none
american	the big show (1936 film)	none
food	cheezels	concept
buddy's circus	american	none
american	gongylolepis	none
american	edward r. dudley	none
quarantine (2008 film)	american	none
american	diamond plate	none
country	france at the 1992 winter paralympics	none
earl monroe	american	none
american	marsha p. johnson	none
jaques lazier	american	none
buddy in africa	american	none
belardi auto racing	american	none
steve brodie (bridge jumper)	american	none
american	sweetgreen	none
jack mills (art director)	american	none
soaring concepts sky trek	american	none
american	shelton brooks	none
mary bowser	american	none
siciliana	style	none
tacy atkinson	american	none
country	developed market	none
american	casey roberts	none
new democrat network	american	none
lycopodium hickeyi	american	none
wes littleton	american	none
american	hennessey performance engineering	none
ann bates	american	none
pig goat banana cricket	american	none
american	the rugrats movie	none
telecommunications in burkina faso	country	none
evelyn ashford	american	none
khadevis robinson	american	none
american	robert whiteside	none
american	dawn marie psaltis	none
the bahamas	country	none
red5 (media server)	media	none
lloyd in space	american	none
hot	hot	none
american	rabbids invasion	none
food	dead-cakes	none
yemeksepeti	food	instance
american	ron gardin	none
american	miss cleo	none
kohler alpha	american	none
country	gyeongju national park	none
cessna 162 skycatcher	american	none
american	bill dubay	none
blackstar (tv series)	american	none
american	neads (dogs for deaf and disabled americans)	none
american	ken flax	none
american	the mask: animated series	none
american	alfred reed	none
american	vic schwenk	none
american	ericentrodea	none
american	james chanos	none
american	aj lee	none
georgia (country)	country	none
hell's hinges	american	none
country	human trafficking in fiji	none
bobby g. rice	country	none
american	jacob leblanc	none
jon fogarty	american	none
janel holcomb	american	none
american	jim champion	none
american	ronnie fair	none
american	blue lance	none
turtledove clemens	american	none
american	ernest peter burger	none
food	glucono delta-lactone	none
brian dinkelman	american	none
american	david mcmillan (american football)	none
american	big bully busick	none
american	consuming spirits	none
american	theo ratliff	none
the simpsons home media	american	none
the nutcracker (1993 film)	american	none
nidia guenard	american	none
john mcgrail	american	none
american	popeye meets the man who hated laughter	none
american	monte irvin	none
caprina	rudists	none
american	john decaro	none
country	babar's kingdom	none
american	chris ferraro	none
american	murder of ruth pelke	none
country	willie mack	none
media	2010 tonight show conflict	none
american	heinie heitmuller	none
country	ricky skaggs	none
american	jack thompson (basketball)	none
commercial progression	american	none
american	list of archer episodes	none
bright food	food	instance
art malone	american	none
angus sutherland (actor)	american	none
country	human trafficking in the united arab emirates	none
james george barbadoes	american	none
american	rene cailliet	none
country	scouting and guiding in italy	none
american	raintree county (film)	none
guy & ralna	american	none
silas green from new orleans	american	none
american	len barry	none
american	vytor: the starfire champion	none
american	metro vocal group	none
chad plummer	american	none
slingshot labs	media	none
izzy slapawitz	american	none
country	solicitor-general of australia	none
henry e. moore	american	none
american	don january	none
garth brooks	country	none
country	solomon islands	none
american	tom mooney (educator)	none
medwatch	food	none
harry meshel	american	none
erin dobratz	american	none
american	association of independent commercial producers	none
american	sean banks	none
american	list of the jetsons episodes	none
country	index of benin-related articles	none
american	softball at the 2007 pan american games	none
american	chuck wiegand	none
matt hume	american	none
anthony muñoz	american	none
american	michael curtis reynolds	none
codefellas	american	none
ari benjamin meyers	american	none
american	omar amanat	none
country	ukraine	none
american	garfield's halloween adventure	none
country	jerry wallace	none
rayjacksonia	american	none
the lord of the g-strings: the femaleship of the string	american	none
american	the iron horse (film)	none
american	mildred e. gibbs	none
don donald	american	none
american	the moshow	none
joe sposato	american	none
benjamin august	american	none
dennis washington	american	none
space ghost coast to coast	american	none
american	jumanji (tv series)	none
american	george griffin (butler)	none
american	the nightmare before christmas	none
american	perry kramer	none
thundercats	american	none
american	jacob j. shubert	none
the morning show with mike and juliet	american	none
american	joe kelley	none
chia-kun chu	american	none
american	astrobotic technology	none
the tonight show starring jimmy fallon	american	none
american	scooby-doo	none
country	"ray whitley (singer-songwriter, born 1901)"	none
food	ciba cake	hyponym
lollipop (wrestler)	american	none
american	melinda jacobs grodnick	none
american	the reluctant dragon (film)	none
american	in these times	none
american	sixteen candles	none
american	cascade investment	none
scott atchison (racing driver)	american	none
geography of zimbabwe	country	none
american	"john chaney (basketball, born 1932)"	none
nutraloaf	food	hypernym
american	bruce robison	none
buddy's garage	american	none
nuh ha mim keller	american	none
the legend of prince valiant	american	none
jay w. kelley	american	none
christopher murrah	american	none
american	the new spirit	none
american	anthony russo (american football)	none
american	satan was a lady	none
joseph godfrey	american	none
the land before time (tv series)	american	none
american	anwar al-awlaki	none
american	ethel hays	none
american	pacourina	none
jeff farmer (wrestler)	american	none
american	davanzo tate	none
granola	food	hypernym
country	moravia	none
nelson chanady	american	none
food	wheat gluten (food)	hyponym
american	jermaine mays	none
beauty and the beast: the enchanted christmas	american	none
agnes (comic strip)	american	none
matthew uy	american	none
worlds beyond (magazine)	american	none
bellamy's australia	food	instance
morgan's last raid	american	none
max michelson	american	none
american	charley jones	none
mk 19 grenade launcher	american	none
food	smoked egg	hyponym
american	steve farhood	none
burton wilkinson	american	none
monsters university	american	none
american	robert o'hearn	none
list of companies based in eritrea	country	none
ellis ashmead-bartlett (politician)	american	none
father of the pride	american	none
american	robert t. carey	none
country	list of companies based in seychelles	none
geography of luxembourg	country	none
american	eddie paul	none
tourism in germany	country	none
american	help wanted (spongebob squarepants)	none
carl e. olson	american	none
joshua riker-fox	american	none
american	the jerry springer show	none
american	william morrison (missionary)	none
american	a. c. hamlin	none
american	prince hall	none
american	caleb crosby	none
american	brad neely's harg nallin sclopio peepio	none
nikki lane	country	none
american	solid gold (tv series)	none
ncaa women's division ii cross country championship	country	none
american	mark kiger	none
american	list of chip 'n dale rescue rangers episodes	none
american	flo & friends	none
american	eddie pullen	none
american	exodus (american band)	none
country	mali	none
ellensburg distillery	american	none
the mr. peabody & sherman show	american	none
american	tommy lane	none
american	charles a. white	none
food	trinxat	hyponym
murder of nikki whitehead	american	none
country	alee (singer)	none
atlantis: the lost empire	american	none
jacob gundersen	american	none
american	dick culler	none
american	shana falana	none
media	fridae	none
o canada (tv series)	american	none
american	michael shelley (mathematician)	none
rise of the guardians	american	none
nat turner	american	none
rebecca brandewyne	american	none
ewingcole	american	none
american	laptv	none
food	throdkin	hyponym
country	el paso (song)	none
american	clarence james duhart	none
arrest & trial	american	none
dachine rainer	american	none
guinea-bissau	country	none
american	john gordon fowler	none
country	warumpi band	none
free birds	american	none
american	john tomkins	none
american	ricky taylor	none
sami osmakac	american	none
rockapella	american	none
american	hugh hunt	none
sam etcheverry	american	none
country	wwov-lp	none
cheyenne cinnamon and the fantabulous unicorn of sugar town candy fudge	american	none
joy lynn white	country	none
hassan chitsaz (boxer)	american	none
food	human food	hyponym
american	judith merril	none
country	corto maltese (dc comics)	none
over the rhine (band)	american	none
foster's home for imaginary friends	american	none
country	human trafficking in ghana	none
ice cream	food	hypernym
list of family guy episodes	american	none
aloud	american	none
country	list of plants of burkina faso	none
american	make the yuletide gay	none
american	jessica o'toole and amy rardin	none
mainstream media	media	none
the simpsons movie	american	none
glory of love	hot	none
the hispanic outlook in higher education	american	none
american	mike larrison	none
terry smith (ice hockey)	american	none
april samuels	american	none
armand lohikoski	american	none
the hunchback of notre dame (1996 film)	american	none
american	tony frias	none
american	jerel myers	none
harari college worldwide	american	none
american	william matson	none
country	troy rusnack	none
henry hall (american revolution)	american	none
american	christina jun	none
in out	food	instance
american	ted crowley	none
grand fenwick	country	none
wiggins airways	american	none
bismuth sulfite agar	media	none
m3 bradley	american	none
american	chrysotoxum flavifrons	none
penny barg	american	none
american	lac la belle and calumet railroad	none
food	smokie (food)	hyponym
american	kaitlyn ni donovan	none
american	where the dead go to die	none
american	chozen	none
dietary energy supply	food	none
lloyd t. pullen	american	none
grumman a-6 intruder	american	none
american	kebu stewart	none
american	cheryl crawford	none
jenny dalton	american	none
american	alex dey	none
country	fashion in india	none
the jetsons	american	none
mark everett (athlete)	american	none
american	robert kanigel	none
american	jeff heywood	none
vim karénine	american	none
ken williams (game developer)	american	none
food	kokoro (snack food)	hyponym
american	jillian hall	none
food	wine and dine	hyponym
american	rajé shwari	none
ted eshbaugh	american	none
hot	it's dark and hell is hot	none
american	neonesomia	none
the powerpuff girls movie	american	none
loni ackerman	american	none
american	jack d. moore	none
american	justin sofio	none
nobel bn-1 phantom	american	none
jennifer brantley	country	none
american	13 (2010 film)	none
frank romano	american	none
american	the fabulous thunderbirds	none
alan goehring	american	none
american	the bell sisters	none
american	paul tauer	none
1942 ncaa men's cross country championships	country	none
american	allen & company	none
jill johnson	country	none
american	arthur krams	none
applebay zia	american	none
gsn live	american	none
american	alan schneider	none
brandon kaufman	american	none
baron von raschke	american	none
american	ross dowd	none
american	beverly masek	none
country	european champion clubs cup cross country	none
country	erlkazar	none
gail devers	american	none
american	i confess (magazine)	none
american	sabrina raaf	none
eugene prange	american	none
american	anand naidoo	none
kraft foods banbury	food	instance
american	eddie jones (basketball)	none
american	max otto koischwitz	none
port sausage	food	hypernym
pollo del mar	american	none
unknown mortal orchestra	american	none
joe barnhill	country	none
american	jules feiffer	none
american	uzair paracha	none
american	courage the cowardly dog	none
american	bill garner (basketball)	none
wilbur shaw	american	none
vice news	media	none
american	a. j. slaughter	none
tahu gejrot	food	hypernym
lisa raymond	american	none
american	cheryle robinson jackson	none
american	katherine orrison	none
kohberg bakery group	food	instance
breaux vineyards	cajun	none
hang 'em high	american	none
country	geography of sweden	none
american	christmas icetastrophe	none
american	batman: the brave and the bold	none
cyprus	country	none
moonlight for two	american	none
food	garri	none
odell willis	american	none
country	jamaica	none
jamie lilly	american	none
paul haviland	american	none
american	robert a. plane	none
excused	american	none
american	sam viviano	none
clinton gregory	country	none
pizza	stuffed crust	hyponym
american	paria (band)	none
lepidophyllum	american	none
dedric mathis	american	none
american	shipmates	none
kid cann	american	none
food	agemochi	hyponym
american	george m. robinson	none
ashlan davis	american	none
american	green currin	none
luke fritz	american	none
the blue angels (tv series)	american	none
joan m. clark	american	none
ben 10: omniverse	american	none
american	john two-hawks	none
rocket to the morgue	american	none
bobby thompson (defensive back)	american	none
american	secrets of the furious five	none
paul schenck	american	none
country of origin	country	none
food	funnel cake	hyponym
american society for photogrammetry and remote sensing	american	none
tony caso	american	none
arthur l. howard	american	none
blind john davis	american	none
american	lyn ashton	none
gerald b. whitham	american	none
shawn moran	american	none
nelson dragonfly	american	none
american	brendan harris	none
trilogy international partners	american	none
list of awards and nominations received by foster's home for imaginary friends	american	none
country	tourism in italy	none
billy ray hamilton	american	none
american	dauphin william osgood	none
american	james cotton (gridiron football)	none
american	the insider (tv series)	none
american	john r. brinkley	none
american	michael carter (cyclist)	none
american	the big bust theory	none
kikki danielsson	country	none
american	airframes unlimited t-103	none
american	dawn jackson blatner	none
american	sam berns	none
country	russians in uzbekistan	none
food	deep-fried butter	hyponym
chuck wilson (athlete)	american	none
pala (anatolia)	country	none
american	stephen m. cohen	none
tommy thompson (racing driver)	american	none
media	defense video & imagery distribution system	none
gene o'quin	country	none
american	james damman	none
wave twisters	american	none
media	telegraaf media groep	none
country	jimmy rankin	none
attack of the killer tomatoes (tv series)	american	none
american	super duper sumos	none
geographical issues in armenia	country	none
vickie guerrero	american	none
wander over yonder	american	none
list of companies based in guinea-bissau	country	none
food	bánh rế	hyponym
american	allison scurich	none
shawn marion	american	none
kenneth parnell	american	none
ahmed omar abu ali	american	none
we-chank-wash-ta-don-pee	american	none
peter malick	american	none
mike poulson	american	none
thomas hesse	media	none
jj lawhorn	country	none
american	the far call	none
chelsea (magazine)	american	none
american	the brave little toaster (film)	none
jon wolfe	country	none
american	dominique arnold	none
american	ultimatum (american band)	none
american	kim zmeskal	none
